guid,pubDate,mp_profile_url,mp_short_nm,min_title,deadline,merged_description
https://www.ourcommons.ca/PublicationSearch/en/13362287,2024-10-25 13:12:29-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-24 13:12:29-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Registrar of the Supreme Court of Canada, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1323-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13362240,2024-10-25 13:10:03-04:00,//www.ourcommons.ca/Parliamentarians/en/members/1813,Mr. LeBlanc,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs) ",2024-11-24 13:10:03-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Office of the Commissioner of Official Languages, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1333-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13362183,2024-10-25 12:59:23-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-24 12:59:23-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Office of the Privacy Commissioner, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1375-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13362157,2024-10-25 12:56:39-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-24 12:56:39-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Law Commission of Canada, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1321-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13362097,2024-10-25 12:48:52-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-24 12:48:52-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Office of the Information Commissioner, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1322-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13362043,2024-10-25 12:45:48-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-24 12:45:48-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Canadian Human Rights Commission, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1320-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13361846,2024-10-25 12:26:43-04:00,//www.ourcommons.ca/Parliamentarians/en/members/104756,Ms. Martinez Ferrada,Minister of Tourism and Minister responsible for the Economic Development Agency of Canada for the Regions of Quebec) ,2024-11-24 12:26:43-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Economic Development Agency of Canada for the Regions of Quebec, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 12(2).  — Sessional Paper No. 8560-441-1125-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13361813,2024-10-25 12:24:00-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-24 12:24:00-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Office of the Commissioner for Federal Judicial Affairs, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1394-01. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13361571,2024-10-25 12:06:45-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-24 12:06:45-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Administrative Tribunals Support Service of Canada, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1318-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13361226,2024-10-25 11:50:15-04:00,//www.ourcommons.ca/Parliamentarians/en/members/14171,Mr. Guilbeault,Minister of Environment and Climate Change) ,2024-11-24 11:50:15-04:00,"Amendments to the Management Plan for the Tuktut Nogait National Park of Canada, pursuant to the Canada National Parks Act, S.C. 2000, c. 32, sbs. 11(2).  — Sessional Paper No. 8560-441-566-31. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13361112,2024-10-25 11:40:26-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-24 11:40:26-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Office of the Director of Public Prosecutions, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1315-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13360616,2024-10-25 10:33:28-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-24 10:33:28-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Courts Administration Service, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1319-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13360603,2024-10-25 10:27:09-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88910,Mr. Virani,Minister of Justice and Attorney General of Canada) ,2024-11-24 10:27:09-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Department of Justice, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 12(2).  — Sessional Paper No. 8560-441-1136-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13355125,2024-10-24 09:23:51-04:00,//www.ourcommons.ca/Parliamentarians/en/members/25508,Mr. Holland,Minister of Health) ,2024-11-23 09:23:51-04:00,"Report of the Chief Public Health Officer on the State of Public Health in Canada for the fiscal year ended March 31, 2024, pursuant to the Public Health Agency of Canada Act, S.C. 2006, c. 5, sbs. 12(2).  — Sessional Paper No. 8560-441-1003-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Health)"
https://www.ourcommons.ca/PublicationSearch/en/13358793,2024-10-24 17:07:31-04:00,//www.ourcommons.ca/Parliamentarians/en/members/33,Mr. MacAulay,Minister of Agriculture and Agri-Food) ,2024-11-23 17:07:31-04:00,"Departmental Sustainable Development Strategy Progress Repor for 2023-24 of the Canadian Grain Commission, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1317-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13358759,2024-10-24 16:59:31-04:00,//www.ourcommons.ca/Parliamentarians/en/members/33,Mr. MacAulay,Minister of Agriculture and Agri-Food) ,2024-11-23 16:59:31-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the National Farm Products Council, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1316-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13358685,2024-10-24 16:45:53-04:00,//www.ourcommons.ca/Parliamentarians/en/members/33,Mr. MacAulay,Minister of Agriculture and Agri-Food) ,2024-11-23 16:45:53-04:00,"Departmental Sustainable Development Strategy Progress Report of 2023-24 of the Department of Agriculture and Agri-Food, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 12(2).  — Sessional Paper No. 8560-441-1120-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13355587,2024-10-24 10:32:01-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89147,Mr. Boissonnault,"Minister of Employment, Workforce Development and Official Languages) ",2024-11-23 10:32:01-04:00,"Service Fees Report of the Department of Employment and Social Development for the fiscal year ended March 31, 2024, pursuant to the Service Fees Act, S.C. 2017, c. 20, s. 451 “20(1)”.  — Sessional Paper No. 8560-441-1199-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities)"
https://www.ourcommons.ca/PublicationSearch/en/13351525,2024-10-23 09:42:03-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88449,Ms. Bibeau,Minister of National Revenue) ,2024-11-22 09:42:03-04:00,"Service Fees Report of the Canada Revenue Agency  for the fiscal year ended March 31, 2024, pursuant to the Service Fees Act, S.C. 2017, c. 20, s. 451 “20(1)”.  — Sessional Paper No. 8560-441-1153-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Finance)"
https://www.ourcommons.ca/PublicationSearch/en/13353514,2024-10-23 16:47:37-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88316,Mr. Fraser,"Minister of Housing, Infrastructure and Communities) ",2024-11-22 16:47:37-04:00,"Minister's response to the National Housing Council Review Panel Report on the Financialization of Purpose-Built Rental Housing, pursuant to the National Housing Strategy Act, S.C. 2019, c. 29, s. 313 ""17.2(2)"".  — Sessional Paper No. 8560-441-1393-01. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities)"
https://www.ourcommons.ca/PublicationSearch/en/13349188,2024-10-22 15:39:14-04:00,//www.ourcommons.ca/Parliamentarians/en/members/1813,Mr. LeBlanc,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs) ",2024-11-21 15:39:14-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Office of the Chief Electoral Officer, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1313-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13348124,2024-10-22 13:35:45-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88784,Ms. Tassi,Minister responsible for the Federal Economic Development Agency for Southern Ontario) ,2024-11-21 13:35:45-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Federal Economic Development Agency for Southern Ontario, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1327-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13344031,2024-10-21 14:37:44-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88316,Mr. Fraser,"Minister of Housing, Infrastructure and Communities) ",2024-11-20 14:37:44-04:00,"Summary of the Corporate Plan for 2024-25 to 2028-29 of The Jacques-Cartier and Champlain Bridges Inc., pursuant to the Financial Administration Act, R.S., 1985, c. F-11, sbs. 125(4).  — Sessional Paper No. 8562-441-871-03. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Transport, Infrastructure and Communities)"
https://www.ourcommons.ca/PublicationSearch/en/13343268,2024-10-21 12:33:13-04:00,//www.ourcommons.ca/Parliamentarians/en/members/96081,Ms. Anand,Minister of Transport) ,2024-11-20 12:33:13-04:00,"Summaries of the Corporate Plan and Budgets for 2024-28 of the Pacific Pilotage Authority, pursuant to the Financial Administration Act, R.S., 1985, c. F-11, sbs. 125(4).  — Sessional Paper No. 8562-441-845-03. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Transport, Infrastructure and Communities)"
https://www.ourcommons.ca/PublicationSearch/en/13342987,2024-10-21 11:22:08-04:00,//www.ourcommons.ca/Parliamentarians/en/members/96081,Ms. Anand,Minister of Transport) ,2024-11-20 11:22:08-04:00,"Summaries of the Corporate Plan and Budgets for 2024-28 of the Laurentian Pilotage Authority, pursuant to the Financial Administration Act, R.S., 1985, c. F-11, sbs. 125(4).  — Sessional Paper No. 8562-441-844-03. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Transport, Infrastructure and Communities)"
https://www.ourcommons.ca/PublicationSearch/en/13342978,2024-10-21 11:15:09-04:00,//www.ourcommons.ca/Parliamentarians/en/members/96081,Ms. Anand,Minister of Transport) ,2024-11-20 11:15:09-04:00,"Summaries of the Corporate Plan and Budgets for 2024-28 of the Great Lakes Pilotage Authority, pursuant to the Financial Administration Act, R.S., 1985, c. F-11, sbs. 125(4).  — Sessional Paper No. 8562-441-843-03. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Transport, Infrastructure and Communities)"
https://www.ourcommons.ca/PublicationSearch/en/13342974,2024-10-21 11:09:18-04:00,//www.ourcommons.ca/Parliamentarians/en/members/96081,Ms. Anand,Minister of Transport) ,2024-11-20 11:09:18-04:00,"Summaries of the Corporate Plan and Budgets for 2024-28 of the Atlantic Pilotage Authority, pursuant to the Financial Administration Act, R.S., 1985, c. F-11, sbs. 125(4).  — Sessional Paper No. 8562-441-842-03. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Transport, Infrastructure and Communities)"
https://www.ourcommons.ca/PublicationSearch/en/13342967,2024-10-21 10:43:25-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88384,Ms. Joly,Minister of Foreign Affairs) ,2024-11-20 10:43:25-04:00,"Copy of the Regulations Amending the Special Economic Measures (Russia) Regulations (P.C. 2024-1104), pursuant to the Special Economic Measures Act, S.C. 1992, c. 17, sbs. 7(1).  — Sessional Paper No. 8560-441-495-76. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Foreign Affairs and International Development)"
https://www.ourcommons.ca/PublicationSearch/en/13342956,2024-10-21 10:23:07-04:00,//www.ourcommons.ca/Parliamentarians/en/members/96081,Ms. Anand,Minister of Transport) ,2024-11-20 10:23:07-04:00,"Interim Order No. 4 Respecting the Placentia Bay Compulsory Pilotage Area, pursuant to the Pilotage Act, R.S., 1985, c. P-14, sbs. 52.2(8).  — Sessional Paper No. 8560-441-1289-10. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Transport, Infrastructure and Communities)"
https://www.ourcommons.ca/PublicationSearch/en/13342951,2024-10-21 10:14:31-04:00,//www.ourcommons.ca/Parliamentarians/en/members/96081,Ms. Anand,Minister of Transport) ,2024-11-20 10:14:31-04:00,"Interim Order No. 3 Respecting the Summerside Compulsory Pilotage Area, pursuant to the Pilotage Act, R.S., 1985, c. P-14, sbs. 52.2(8).  — Sessional Paper No. 8560-441-1289-09. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Transport, Infrastructure and Communities)"
https://www.ourcommons.ca/PublicationSearch/en/13342946,2024-10-21 10:05:00-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88984,Ms. Hajdu,Minister of Indigenous Services and Minister responsible for the Federal Economic Development Agency for Northern Ontario) ,2024-11-20 10:05:00-04:00,"Departmental Sustainable Development Strategy Progress Report for 2023-24 of the Federal Economic Development Agency for Northern Ontario, pursuant to the Federal Sustainable Development Act, S.C. 2008, c. 33, sbs. 11(3).  — Sessional Paper No. 8560-441-1311-02. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Environment and Sustainable Development)"
https://www.ourcommons.ca/PublicationSearch/en/13333621,2024-10-11 13:44:17-04:00,//www.ourcommons.ca/Parliamentarians/en/members/84665,Ms. Freeland,Deputy Prime Minister and Minister of Finance) ,2024-11-10 13:44:17-04:00,"Report on the operations of the Exchange Fund Account for the fiscal year ended March 31, 2024, pursuant to the Currency Act, R.S., 1985, c. C-52, sbs. 21(1).  — Sessional Paper No. 8560-441-133-04. (Pursuant to Standing Order 32(5), permanently referred to the Standing Committee on Finance)"
https://www.ourcommons.ca/PublicationSearch/en/13308435,2024-10-07 09:57:13-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88784,Ms. Tassi,Minister responsible for the Federal Economic Development Agency for Southern Ontario) ,2024-11-06 09:57:13-04:00,"Reports of the Federal Economic Development Agency for Southern Ontario for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-954-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308434,2024-10-07 09:57:05-04:00,//www.ourcommons.ca/Parliamentarians/en/members/88961,Mr. Blair,Minister of National Defence) ,2024-11-06 09:57:05-04:00,"Reports of the Military Grievances External Review Committee for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-717-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308430,2024-10-07 09:45:09-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 09:45:09-04:00,"Reports of the Canadian Northern Economic Development Agency for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-957-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308428,2024-10-07 09:44:49-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 09:44:49-04:00,"Reports of the Department of Western Economic Diversification for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-560-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308425,2024-10-07 09:38:07-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 09:38:07-04:00,"Reports of the Nunavut Water Board for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-869-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308424,2024-10-07 09:37:19-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 09:37:19-04:00,"Reports of the Yukon Surface Rights Board for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-859-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308419,2024-10-07 09:31:02-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 09:31:02-04:00,"Reports of the Mackenzie Valley Environmental Impact Review Board for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-871-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308416,2024-10-07 09:29:53-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 09:29:53-04:00,"Reports of the Mackenzie Valley Land and Water Board for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-870-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308413,2024-10-07 09:23:10-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 09:23:10-04:00,"Reports of the Nunavut Planning Commission for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-1152-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308410,2024-10-07 09:12:32-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 09:12:32-04:00,"Reports of the Yukon Environmental and Socio-economic Assessment Board for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-911-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308407,2024-10-07 09:11:03-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 09:11:03-04:00,"Reports of the Nunavut Impact Review Board for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-1153-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308399,2024-10-07 09:00:49-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 09:00:49-04:00,"Reports of the Canadian High Arctic Research Station for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-325-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13313979,2024-10-07 08:49:53-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89408,Mr. Duclos,Minister of Public Services and Procurement) ,2024-11-06 08:49:53-04:00,"Reports of the National Capital Commission for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-683-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308396,2024-10-07 08:46:28-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 08:46:28-04:00,"Reports of the Sahtu Land Use Planning Board for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-872-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308394,2024-10-07 08:34:30-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 08:34:30-04:00,"Reports of the Gwich'in Land Use Planning Board for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-874-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
https://www.ourcommons.ca/PublicationSearch/en/13308390,2024-10-07 08:28:16-04:00,//www.ourcommons.ca/Parliamentarians/en/members/89045,Mr. Vandal,"Minister of Northern Affairs, Minister responsible for Prairies Economic Development Canada and Minister responsible for the Canadian Northern Economic Development Agency) ",2024-11-06 08:28:16-04:00,"Reports of the Sahtu Land and Water Board for the fiscal year ended March 31, 2024, pursuant to the Access to Information Act, R.S., 1985, c. A-1, sbs. 94(2) and to the Privacy Act, R.S., 1985, c. P-21, sbs. 72(2).  — Sessional Paper No. 8561-441-731-04. (Pursuant to Standing Order 108(3)(h)(v), permanently referred to the Standing Committee on Access to Information, Privacy and Ethics)"
